1557861510.699:1772564982,E9D93BEF-7A58-5850-0895-C0FA02A6E519:firefox,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
1557861510.699:1772564981,E9D93BEF-7A58-5850-0895-C0FA02A6E519:firefox,READ,573E5010-1713-BD2C-2998-A48580BDA4D4,/etc/hosts,ta1-trace-2
1557861510.443:1772564326,C7BD5650-3A51-1D28-E3F0-842EBE8B90BD:sshd,MMAP,CB5F0B34-0D6C-3AB5-A558-5298635C1FF4,/etc/passwd,ta1-trace-2
1557861510.439:1772564244,C7BD5650-3A51-1D28-E3F0-842EBE8B90BD:sshd,MMAP,CB5F0B34-0D6C-3AB5-A558-5298635C1FF4,/etc/passwd,ta1-trace-2
1557861510.439:1772564160,7FCD357D-B6B8-EC34-490B-258D27BEC7D3:sshd,CHANGE_PRINCIPAL,C7BD5650-3A51-1D28-E3F0-842EBE8B90BD,sshd,ta1-trace-2
1557861510.439:1772564159,7FCD357D-B6B8-EC34-490B-258D27BEC7D3:sshd,CHANGE_PRINCIPAL,7FCD357D-B6B8-EC34-490B-258D27BEC7D3,sshd,ta1-trace-2
1557861510.439:1772564158,C7BD5650-3A51-1D28-E3F0-842EBE8B90BD:sshd,CHANGE_PRINCIPAL,7FCD357D-B6B8-EC34-490B-258D27BEC7D3,sshd,ta1-trace-2
1557861510.159:1772561231,4AC77242-6847-269D-4D21-3DA4EFB9706F:bash,MMAP,CB5F0B34-0D6C-3AB5-A558-5298635C1FF4,/etc/passwd,ta1-trace-2
1557861510.159:1772561148,55508314-38C5-925A-2415-23003C5AE59E:sshd,EXECUTE,4AC77242-6847-269D-4D21-3DA4EFB9706F,bash,ta1-trace-2
1557861510.159:1772561049,19FAB440-62DD-1008-FADD-B1389A2BAA50:sshd,FORK,55508314-38C5-925A-2415-23003C5AE59E,sshd,ta1-trace-2
1557861510.159:1772561003,C7BD5650-3A51-1D28-E3F0-842EBE8B90BD:sshd,MMAP,CB5F0B34-0D6C-3AB5-A558-5298635C1FF4,/etc/passwd,ta1-trace-2
