1558015163.300:352219501,B3BE35BB-7042-11E9-A28B-D4AE52C1DBD3:nginx,OPEN,416AB837-8E42-6D58-828E-6976586D8E68,/dev/urandom
1558015163.300:352219502,B3BE35BB-7042-11E9-A28B-D4AE52C1DBD3:nginx,READ,416AB837-8E42-6D58-828E-6976586D8E68,/dev/urandom
1558015714.061:352922393,B3BE35BB-7042-11E9-A28B-D4AE52C1DBD3:nginx,OPEN,A6F2F9E7-6EBD-E25B-BD6E-94157BE27558,/.
1558015714.061:352922394,B3BE35BB-7042-11E9-A28B-D4AE52C1DBD3:nginx,OPEN,A6F2F9E7-6EBD-E25B-BD6E-94157BE27558,/.
1558015785.643:353043779,4215BB8B-77E4-11E9-B41B-D4AE52C1DBD3:nginx,EXECUTE,0,/usr/local/sbin/nginx -t
1558015785.643:353043780,4215BB8B-77E4-11E9-B41B-D4AE52C1DBD3:nginx,OPEN,908C1871-9556-355C-9695-1D084C35A52A,/etc/libmap.conf
1558015785.643:353043781,4215BB8B-77E4-11E9-B41B-D4AE52C1DBD3:nginx,READ,908C1871-9556-355C-9695-1D084C35A52A,/etc/libmap.conf
1558015785.643:353043783,4215BB8B-77E4-11E9-B41B-D4AE52C1DBD3:nginx,OPEN,738B7C9F-D3EE-6A5F-AED3-FF407F6A7609,/var/run/ld-elf.so.hints
1558015785.643:353043784,4215BB8B-77E4-11E9-B41B-D4AE52C1DBD3:nginx,READ,738B7C9F-D3EE-6A5F-AED3-FF407F6A7609,/var/run/ld-elf.so.hints
1558015785.643:353043785,4215BB8B-77E4-11E9-B41B-D4AE52C1DBD3:nginx,READ,738B7C9F-D3EE-6A5F-AED3-FF407F6A7609,/var/run/ld-elf.so.hints
1558015785.643:353043787,4215BB8B-77E4-11E9-B41B-D4AE52C1DBD3:nginx,OPEN,DBE56166-8DF5-D156-B58D-41C346D11FAC,/lib/libthr.so.3
1558015785.643:353043797,4215BB8B-77E4-11E9-B41B-D4AE52C1DBD3:nginx,OPEN,72F1B0DA-370B-B850-8B37-097B90B864E6,/lib/libcrypt.so.5
1558015785.643:353043807,4215BB8B-77E4-11E9-B41B-D4AE52C1DBD3:nginx,OPEN,0DD03410-B9E9-6752-A9B9-FF2D7267DB7F,/usr/local/lib/libpcre.so.1
