1558013044.712:347798935,E05C5959-77DD-11E9-B129-6C2B597E484C:scp,CLOSE,908C1871-9556-355C-9695-1D084C35A52A,/etc/libmap.conf
1558013044.712:347798939,E05C5959-77DD-11E9-B129-6C2B597E484C:scp,CLOSE,A7C0B6CE-C649-5C51-89C6-9308515CF876,/var/run/ld-elf.so.hints
1558013044.712:347798949,E05C5959-77DD-11E9-B129-6C2B597E484C:scp,CLOSE,403C38D2-1E20-5058-A01E-5AD9B850311F,/usr/lib/libprivatessh.so.5
1558013044.712:347798959,E05C5959-77DD-11E9-B129-6C2B597E484C:scp,CLOSE,680AFF23-5240-8954-8052-DB7044890360,/lib/libc.so.7
1558013044.712:347798969,E05C5959-77DD-11E9-B129-6C2B597E484C:scp,CLOSE,BC36EE8E-0BE3-DE50-A30B-67ADE0DECCE1,/usr/lib/libprivateldns.so.5
1558013044.712:347798979,E05C5959-77DD-11E9-B129-6C2B597E484C:scp,CLOSE,B1E1F342-C4A9-8950-A9C4-792D4089BF48,/lib/libcrypto.so.111
1558013044.712:347798989,E05C5959-77DD-11E9-B129-6C2B597E484C:scp,CLOSE,72F1B0DA-370B-B850-8B37-097B90B864E6,/lib/libcrypt.so.5
1558013044.712:347798999,E05C5959-77DD-11E9-B129-6C2B597E484C:scp,CLOSE,91258993-B942-C35D-82B9-25794DC34401,/lib/libz.so.6
1558013044.712:347799009,E05C5959-77DD-11E9-B129-6C2B597E484C:scp,CLOSE,A9331079-AB10-8656-90AB-7E5E76860DF4,/usr/lib/libssl.so.111
1558013044.712:347799019,E05C5959-77DD-11E9-B129-6C2B597E484C:scp,CLOSE,DBE56166-8DF5-D156-B58D-41C346D11FAC,/lib/libthr.so.3
1558013044.712:347799031,E05C5959-77DD-11E9-B129-6C2B597E484C:scp,CLOSE,F410BE96-4C0C-765E-8C4C-6F0E2E760020,/dev/hpet0
1558013044.712:347799035,E05C5959-77DD-11E9-B129-6C2B597E484C:scp,CLOSE,1633500B-D34B-8058-8BD3-ABB7D880915E,/dev/null
1558013044.712:347799039,E05C5959-77DD-11E9-B129-6C2B597E484C:scp,CLOSE,816E6A3D-1172-585C-B211-BC4D3C585A59,/etc/nsswitch.conf
1558013044.712:347799050,E05C5959-77DD-11E9-B129-6C2B597E484C:scp,CLOSE,0A6725DF-089C-8051-9C08-E2F211807F26,/etc/pwd.db
1558013044.712:347799054,E05C5959-77DD-11E9-B129-6C2B597E484C:scp,CLOSE,E05D77FA-77DD-11E9-B129-6C2B597E484C,null
1558013044.712:347799055,E05C5959-77DD-11E9-B129-6C2B597E484C:scp,CLOSE,E05D7823-77DD-11E9-B129-6C2B597E484C,null
1558013050.392:347800931,E05C5959-77DD-11E9-B129-6C2B597E484C:scp,WRITE,E05D7A94-77DD-11E9-B129-6C2B597E484C,null
1558013050.402:347801255,E05C5959-77DD-11E9-B129-6C2B597E484C:scp,WRITE,C0E60490-62BE-7B5A-BE62-6F2DBA7BA087,null
1558013050.402:347801256,E05C5959-77DD-11E9-B129-6C2B597E484C:scp,CLOSE,BB0BC4FC-5600-F75D-8056-9E3E6DF7615F,/etc/passwd
