1558015163.291:352219499,B3BE35BB-7042-11E9-A28B-D4AE52C1DBD3:nginx,WRITE,CF22F088-77E2-11E9-A28B-D4AE52C1DBD3,null
1558015163.300:352219503,B3BE35BB-7042-11E9-A28B-D4AE52C1DBD3:nginx,CLOSE,416AB837-8E42-6D58-828E-6976586D8E68,/dev/urandom
1558015163.300:352219689,B3BE35BB-7042-11E9-A28B-D4AE52C1DBD3:nginx,WRITE,0CE6DEF9-CAA1-795F-A1CA-8B642F79D07D,null
1558015163.300:352219690,B3BE35BB-7042-11E9-A28B-D4AE52C1DBD3:nginx,CLOSE,CF22F088-77E2-11E9-A28B-D4AE52C1DBD3,null
1558015163.300:352219691,B3BE35BB-7042-11E9-A28B-D4AE52C1DBD3:nginx,WRITE,CED86807-77E2-11E9-A28B-D4AE52C1DBD3,null
1558015163.300:352219692,B3BE35BB-7042-11E9-A28B-D4AE52C1DBD3:nginx,WRITE,923E0EB6-34ED-E15C-AD34-BDCFCCE1A99F,null
1558015785.643:353043782,4215BB8B-77E4-11E9-B41B-D4AE52C1DBD3:nginx,CLOSE,908C1871-9556-355C-9695-1D084C35A52A,/etc/libmap.conf
1558015785.643:353043786,4215BB8B-77E4-11E9-B41B-D4AE52C1DBD3:nginx,CLOSE,738B7C9F-D3EE-6A5F-AED3-FF407F6A7609,/var/run/ld-elf.so.hints
1558015785.643:353043796,4215BB8B-77E4-11E9-B41B-D4AE52C1DBD3:nginx,CLOSE,DBE56166-8DF5-D156-B58D-41C346D11FAC,/lib/libthr.so.3
1558015785.643:353043806,4215BB8B-77E4-11E9-B41B-D4AE52C1DBD3:nginx,CLOSE,72F1B0DA-370B-B850-8B37-097B90B864E6,/lib/libcrypt.so.5
1558015785.653:353043816,4215BB8B-77E4-11E9-B41B-D4AE52C1DBD3:nginx,CLOSE,0DD03410-B9E9-6752-A9B9-FF2D7267DB7F,/usr/local/lib/libpcre.so.1
1558015785.653:353043826,4215BB8B-77E4-11E9-B41B-D4AE52C1DBD3:nginx,CLOSE,A9331079-AB10-8656-90AB-7E5E76860DF4,/usr/lib/libssl.so.111
1558015785.653:353043836,4215BB8B-77E4-11E9-B41B-D4AE52C1DBD3:nginx,CLOSE,B1E1F342-C4A9-8950-A9C4-792D4089BF48,/lib/libcrypto.so.111
1558015785.653:353043846,4215BB8B-77E4-11E9-B41B-D4AE52C1DBD3:nginx,CLOSE,91258993-B942-C35D-82B9-25794DC34401,/lib/libz.so.6
1558015785.653:353043856,4215BB8B-77E4-11E9-B41B-D4AE52C1DBD3:nginx,CLOSE,680AFF23-5240-8954-8052-DB7044890360,/lib/libc.so.7
1558015785.653:353043867,4215BB8B-77E4-11E9-B41B-D4AE52C1DBD3:nginx,CLOSE,F410BE96-4C0C-765E-8C4C-6F0E2E760020,/dev/hpet0
