host,source,threat_Score
cadets,links:45FBA95D-39AD-11E8-BF66-D9AA8AFF4A69,6.430640775217759
cadets,links:4C3D2E47-39AD-11E8-BF66-D9AA8AFF4A69,6.430640775217759
cadets,links:516267F2-39AD-11E8-BF66-D9AA8AFF4A69,6.430640775217759
cadets,links:5D3EED61-39AD-11E8-BF66-D9AA8AFF4A69,6.430640775217759
cadets,links:6158B2CA-39AD-11E8-BF66-D9AA8AFF4A69,6.430640775217759
cadets,links:66720642-39AD-11E8-BF66-D9AA8AFF4A69,6.430640775217759
cadets,links:C413D852-39AD-11E8-BF66-D9AA8AFF4A69,6.430640775217759
cadets,links:DEE00AB7-39AD-11E8-BF66-D9AA8AFF4A69,6.430640775217759
cadets,nginx:001D5779-3698-11E8-BF66-D9AA8AFF4A69,2.1435469250725863
cadets,nginx:001D6360-3698-11E8-BF66-D9AA8AFF4A69,2.1435469250725863
cadets,nginx:5280C224-3905-11E8-BF66-D9AA8AFF4A69,2.1435469250725863
cadets,nginx:674D8313-390A-11E8-BF66-D9AA8AFF4A69,119.77170045123997
cadets,ping:BD81EA33-3907-11E8-BF66-D9AA8AFF4A69,2.1435469250725863
cadets,ping:C7404666-3907-11E8-BF66-D9AA8AFF4A69,2.1435469250725863
cadets,vUgefal:D3822AFC-39AF-11E8-BF66-D9AA8AFF4A69,50.99435435633045
cadets,wget:06687053-39DF-11E8-B8CE-15D78AC88FB6,42.29569201749151
cadets,wget:14F2E368-390E-11E8-BF66-D9AA8AFF4A69,29.434410467056004
cadets,wget:166171FC-39DB-11E8-B8CE-15D78AC88FB6,6.430640775217759
cadets,wget:286AC9D5-3940-11E8-BF66-D9AA8AFF4A69,6.430640775217759
cadets,wget:28FC317D-3910-11E8-BF66-D9AA8AFF4A69,6.430640775217759
cadets,wget:2A302171-3A80-11E8-B8CE-15D78AC88FB6,6.430640775217759
cadets,wget:36388F8D-39A0-11E8-BF66-D9AA8AFF4A69,29.434410467056004
cadets,wget:3773111F-39DB-11E8-B8CE-15D78AC88FB6,6.430640775217759
cadets,wget:38D870A9-39D4-11E8-B8CE-15D78AC88FB6,42.29569201749151
cadets,wget:3AC51C96-399B-11E8-BF66-D9AA8AFF4A69,10.717734625362931
cadets,wget:42EC6EE2-399D-11E8-BF66-D9AA8AFF4A69,33.72150431720117
cadets,wget:496CEAF3-39A3-11E8-BF66-D9AA8AFF4A69,8.574187700290345
cadets,wget:536EF59E-392D-11E8-BF66-D9AA8AFF4A69,150.04828475508108
cadets,wget:5BB911EA-399E-11E8-BF66-D9AA8AFF4A69,38.00859816734634
cadets,wget:5E4DC13C-39AD-11E8-BF66-D9AA8AFF4A69,6.430640775217759
cadets,wget:6974CDF3-390E-11E8-BF66-D9AA8AFF4A69,8.574187700290345
cadets,wget:6ECFAF1D-39A1-11E8-BF66-D9AA8AFF4A69,6.430640775217759
cadets,wget:717AD91A-3900-11E8-BF66-D9AA8AFF4A69,6.430640775217759
cadets,wget:73BA0290-39E1-11E8-B8CE-15D78AC88FB6,679.5043752480085
cadets,wget:7EF1A57D-39A9-11E8-BF66-D9AA8AFF4A69,4.2870938501451725
cadets,wget:859E2771-39A5-11E8-BF66-D9AA8AFF4A69,10.717734625362931
cadets,wget:882934C8-39D9-11E8-B8CE-15D78AC88FB6,31.57795739212859
cadets,wget:8EE37B83-39A8-11E8-BF66-D9AA8AFF4A69,6.430640775217759
cadets,wget:95A582B9-3A7A-11E8-B8CE-15D78AC88FB6,42.29569201749151
cadets,wget:A6F7C1BE-39EE-11E8-B8CE-15D78AC88FB6,27.29086354198342
cadets,wget:AB8A00C0-39B2-11E8-BF66-D9AA8AFF4A69,6.430640775217759
cadets,wget:BDA11943-3A02-11E8-B8CE-15D78AC88FB6,10.717734625362931
cadets,wget:C04FCF96-39AB-11E8-BF66-D9AA8AFF4A69,13099.215259117405
cadets,wget:C2C24475-399B-11E8-BF66-D9AA8AFF4A69,29.434410467056004
cadets,wget:C2C3CE53-39A9-11E8-BF66-D9AA8AFF4A69,15.004828475508104
cadets,wget:C571CBA6-39D8-11E8-B8CE-15D78AC88FB6,6.430640775217759
cadets,wget:C5C42F49-39C6-11E8-B8CE-15D78AC88FB6,6.430640775217759
cadets,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,237.35846219909735
cadets,wget:EDDB24CC-3903-11E8-BF66-D9AA8AFF4A69,10.717734625362931
cadets,wget:FFCB6EDF-39B3-11E8-BF66-D9AA8AFF4A69,6.430640775217759
