host,stage,detection_timestamp,source,SYSCALL,detection_details,threat_Score,certainity_Score
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
cadets,1,2018-04-05T13:36:01.000000000-04:00,wget:CEDA2C86-38F7-11E8-BF66-D9AA8AFF4A69,READ,207.25.80.123:80,2.1435469250725863,10.0
