host,stage,detection_timestamp,source,SYSCALL,detection_details,threat_Score,certainity_Score
theia,1,2018-04-10T14:25:32.000000000-04:00,/usr/bin/fluxbox:8B161C29-0000-0000-0000-000000000020,CONNECT,61.130.69.232:80,2.1435469250725863,10.0
theia,1,2018-04-10T14:31:22.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,CONNECT,141.43.176.203:80,2.1435469250725863,10.0
theia,1,2018-04-10T14:31:22.000000000-04:00,/home/admin/Downloads/firefox/firefox:4E18B22A-0000-0000-0000-000000000020,CONNECT,146.153.68.151:80,2.1435469250725863,10.0
theia,1,2018-04-10T14:35:30.000000000-04:00,/home/admin/clean:6818A92B-0000-0000-0000-000000000020,CONNECT,161.116.88.72:80,2.1435469250725863,10.0
theia,1,2018-04-10T14:48:59.000000000-04:00,/bin/bash:C51DCB2E-0000-0000-0000-000000000020,CONNECT,83.150.97.73:80,2.1435469250725863,10.0
theia,1,2018-04-10T14:54:16.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,CONNECT,141.43.176.203:80,2.1435469250725863,10.0
theia,1,2018-04-10T14:54:16.000000000-04:00,/home/admin/Downloads/firefox/firefox:C21F0F30-0000-0000-0000-000000000020,CONNECT,146.153.68.151:80,2.1435469250725863,10.0
theia,1,2018-04-10T14:56:39.000000000-04:00,/home/admin/profile:FB1F9E30-0000-0000-0000-000000000020,CONNECT,161.116.88.72:80,2.1435469250725863,10.0
theia,1,2018-04-10T18:12:10.000000000-04:00,/bin/bash:3357695E-0000-0000-0000-000000000020,CONNECT,162.99.3.50:80,2.1435469250725863,10.0
theia,1,2018-04-11T09:10:58.000000000-04:00,/bin/bash:63230931-0100-0000-0000-000000000020,CONNECT,212.190.125.38:80,2.1435469250725863,10.0
theia,1,2018-04-11T09:10:50.000000000-04:00,/bin/bash:63230931-0100-0000-0000-000000000020,CONNECT,212.190.125.38:80,2.1435469250725863,10.0
theia,1,2018-04-11T10:23:52.000000000-04:00,/bin/bash:A9362742-0100-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-11T10:50:10.000000000-04:00,/bin/bash:FA425248-0100-0000-0000-000000000020,CONNECT,162.99.3.50:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:14:08.000000000-04:00,/bin/bash:084CF04D-0100-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:29:02.000000000-04:00,/bin/bash:9A526D51-0100-0000-0000-000000000020,CONNECT,207.46.73.59:80,2.1435469250725863,10.0
theia,1,2018-04-11T11:29:10.000000000-04:00,/bin/bash:9A526D51-0100-0000-0000-000000000020,CONNECT,207.46.73.60:80,2.1435469250725863,10.0
theia,1,2018-04-11T13:36:18.000000000-04:00,/bin/bash:9A6B426F-0100-0000-0000-000000000020,CONNECT,66.252.21.131:80,2.1435469250725863,10.0
theia,1,2018-04-11T13:46:02.000000000-04:00,/home/admin/profile (deleted):61739171-0100-0000-0000-000000000020,CONNECT,7.149.198.40:80,2.1435469250725863,10.0
theia,1,2018-04-11T13:48:38.000000000-04:00,/bin/bash:76752572-0100-0000-0000-000000000020,CONNECT,66.252.21.131:80,2.1435469250725863,10.0
theia,1,2018-04-11T16:38:18.000000000-04:00,/bin/bash:D629E999-0100-0000-0000-000000000020,CONNECT,66.252.21.131:80,2.1435469250725863,10.0
theia,1,2018-04-11T17:12:39.000000000-04:00,/bin/bash:2C30F6A1-0100-0000-0000-000000000020,CONNECT,212.190.125.38:80,2.1435469250725863,10.0
theia,1,2018-04-11T17:12:47.000000000-04:00,/bin/bash:2C30F6A1-0100-0000-0000-000000000020,CONNECT,212.190.125.38:80,2.1435469250725863,10.0
theia,1,2018-04-11T17:26:31.000000000-04:00,/bin/bash:503436A5-0100-0000-0000-000000000020,CONNECT,212.60.66.243:80,2.1435469250725863,10.0
theia,1,2018-04-12T10:40:33.000000000-04:00,/bin/bash:F4209197-0200-0000-0000-000000000020,CONNECT,212.60.66.243:80,2.1435469250725863,10.0
theia,1,2018-04-12T10:40:42.000000000-04:00,/bin/bash:C9219A97-0200-0000-0000-000000000020,CONNECT,194.90.181.242:80,2.1435469250725863,10.0
theia,1,2018-04-12T10:40:50.000000000-04:00,/bin/bash:C9219A97-0200-0000-0000-000000000020,CONNECT,194.90.181.242:80,2.1435469250725863,10.0
theia,1,2018-04-12T12:44:41.000000000-04:00,/home/admin/Downloads/firefox/firefox:7235B0B4-0200-0000-0000-000000000020,CONNECT,141.43.176.203:80,2.1435469250725863,10.0
theia,1,2018-04-12T12:50:18.000000000-04:00,/home/admin/Downloads/firefox/firefox:B33501B6-0200-0000-0000-000000000020,CONNECT,141.43.176.203:80,2.1435469250725863,10.0
theia,1,2018-04-12T12:50:18.000000000-04:00,/bin/dash:B53501B6-0200-0000-0000-000000000020,CONNECT,146.153.68.151:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:17:04.000000000-04:00,/var/log/mail:283847BC-0200-0000-0000-000000000020,CONNECT,149.52.198.23:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:33:05.000000000-04:00,/bin/bash:C23B01C0-0200-0000-0000-000000000020,CONNECT,216.87.162.115:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:42:00.000000000-04:00,/bin/bash:D84118C2-0200-0000-0000-000000000020,CONNECT,207.46.73.59:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:42:08.000000000-04:00,/bin/bash:D84118C2-0200-0000-0000-000000000020,CONNECT,207.46.73.60:80,2.1435469250725863,10.0
theia,1,2018-04-12T13:42:19.000000000-04:00,/bin/bash:AD422AC2-0200-0000-0000-000000000020,CONNECT,83.150.97.73:80,2.1435469250725863,10.0
theia,1,2018-04-12T14:31:54.000000000-04:00,/bin/bash:1A4ACACD-0200-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-12T14:31:54.000000000-04:00,/bin/bash:1A4ACACD-0200-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-12T14:31:54.000000000-04:00,/bin/bash:1A4ACACD-0200-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-12T14:31:54.000000000-04:00,/bin/bash:1A4ACACD-0200-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-12T14:31:54.000000000-04:00,/bin/bash:1A4ACACD-0200-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-12T14:31:54.000000000-04:00,/bin/bash:1A4ACACD-0200-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-12T14:31:54.000000000-04:00,/bin/bash:1A4ACACD-0200-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-12T14:31:54.000000000-04:00,/bin/bash:1A4ACACD-0200-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-12T14:31:54.000000000-04:00,/bin/bash:1A4ACACD-0200-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-12T14:31:54.000000000-04:00,/bin/bash:1A4ACACD-0200-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-12T14:31:54.000000000-04:00,/bin/bash:1A4ACACD-0200-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-12T14:31:54.000000000-04:00,/bin/bash:1A4ACACD-0200-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-12T14:31:54.000000000-04:00,/bin/bash:1A4ACACD-0200-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-12T14:31:54.000000000-04:00,/bin/bash:1A4ACACD-0200-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-12T14:31:54.000000000-04:00,/bin/bash:1A4ACACD-0200-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-12T14:31:54.000000000-04:00,/bin/bash:1A4ACACD-0200-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-12T14:31:54.000000000-04:00,/bin/bash:1A4ACACD-0200-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-12T14:31:54.000000000-04:00,/bin/bash:1A4ACACD-0200-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-12T14:31:54.000000000-04:00,/bin/bash:1A4ACACD-0200-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
theia,1,2018-04-12T14:31:54.000000000-04:00,/bin/bash:1A4ACACD-0200-0000-0000-000000000020,CONNECT,69.20.49.234:80,2.1435469250725863,10.0
