host,stage,detection_timestamp,source,SYSCALL,Intermediate_process,detection_details,threat_Score,certainity_Score
theia,4,2018-04-10T14:32:40.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:5818FF2A-0000-0000-0000-000000000020,READ  /etc/passwd,12.286035066475314,10.0
theia,4,2018-04-10T14:32:32.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:5518F72A-0000-0000-0000-000000000020,READ  /etc/passwd,12.286035066475314,10.0
theia,4,2018-04-10T14:32:26.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:5318F12A-0000-0000-0000-000000000020,READ  /etc/passwd,12.286035066475314,10.0
theia,4,2018-04-10T14:32:40.000000000-04:00,/usr/bin/fluxbox:06187E2A-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:5818FF2A-0000-0000-0000-000000000020,READ  /etc/group,12.286035066475314,10.0
theia,4,2018-04-10T14:32:40.000000000-04:00,/home/admin/Downloads/firefox/firefox:4E18B22A-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:5818FF2A-0000-0000-0000-000000000020,READ  /etc/passwd,12.286035066475314,10.0
theia,4,2018-04-10T14:32:32.000000000-04:00,/home/admin/Downloads/firefox/firefox:4E18B22A-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:5518F72A-0000-0000-0000-000000000020,READ  /etc/passwd,12.286035066475314,10.0
theia,4,2018-04-10T14:32:26.000000000-04:00,/home/admin/Downloads/firefox/firefox:4E18B22A-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:5318F12A-0000-0000-0000-000000000020,READ  /etc/passwd,12.286035066475314,10.0
theia,4,2018-04-10T14:32:40.000000000-04:00,/home/admin/Downloads/firefox/firefox:4E18B22A-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:5818FF2A-0000-0000-0000-000000000020,READ  /etc/group,12.286035066475314,10.0
theia,4,2018-04-10T14:36:01.000000000-04:00,/home/admin/clean:6818A92B-0000-0000-0000-000000000020,...,/home/admin/clean (deleted):6D18C82B-0000-0000-0000-000000000020,READ  /etc/passwd,12.286035066475314,10.0
theia,4,2018-04-10T14:54:37.000000000-04:00,/usr/bin/fluxbox:7F1FD92F-0000-0000-0000-000000000020,...,/home/admin/Downloads/firefox/firefox:EB1F2430-0000-0000-0000-000000000020,READ  /etc/passwd,12.286035066475314,10.0
